,customer_id,gender,age,zip_code,city,state,order_id,payment,order_date,delivery_date,sales_id,product_id,price_per_unit,total_price,product_ID,product_type,product_name,size,colour,price,order_quantity,stock_quantity,difference_days,order_year,order_month,order_day,delivery_year,delivery_month,delivery_day
57,19,Agender,41,7053,West Bailey,Victoria,274,50173,2021-04-13,2021-04-27,1318,942,96,96,942,Trousers,Drawstring,M,violet,104,1,73,14 days,2021,4,Tuesday,2021,4,Tuesday
58,19,Agender,41,7053,West Bailey,Victoria,274,50173,2021-04-13,2021-04-27,1319,1140,102,204,1140,Trousers,Cargo Pants,XS,blue,106,2,73,14 days,2021,4,Tuesday,2021,4,Tuesday
59,19,Agender,41,7053,West Bailey,Victoria,274,50173,2021-04-13,2021-04-27,1320,73,118,354,73,Shirt,Flannel,L,red,96,3,77,14 days,2021,4,Tuesday,2021,4,Tuesday
60,19,Agender,41,7053,West Bailey,Victoria,274,50173,2021-04-13,2021-04-27,1321,1225,112,112,1225,Trousers,Tracksuit Bottoms,XS,red,91,1,55,14 days,2021,4,Tuesday,2021,4,Tuesday
61,19,Agender,41,7053,West Bailey,Victoria,274,50173,2021-04-13,2021-04-27,1322,513,102,306,513,Jacket,Windbreaker,L,blue,109,3,41,14 days,2021,4,Tuesday,2021,4,Tuesday
62,19,Agender,41,7053,West Bailey,Victoria,274,50173,2021-04-13,2021-04-27,1323,581,100,100,581,Jacket,Bomber,S,blue,90,1,50,14 days,2021,4,Tuesday,2021,4,Tuesday
63,20,Genderqueer,55,6318,East Audrey,South Australia,432,37821,2021-10-20,2021-11-03,2145,191,98,294,191,Shirt,Camp Collared,S,green,112,3,60,14 days,2021,10,Wednesday,2021,11,Wednesday
64,20,Genderqueer,55,6318,East Audrey,South Australia,432,37821,2021-10-20,2021-11-03,2146,652,93,93,652,Jacket,Coach,M,blue,115,1,54,14 days,2021,10,Wednesday,2021,11,Wednesday
65,20,Genderqueer,55,6318,East Audrey,South Australia,432,37821,2021-10-20,2021-11-03,2147,769,109,218,769,Jacket,Peacoat,XL,violet,102,2,42,14 days,2021,10,Wednesday,2021,11,Wednesday
66,20,Genderqueer,55,6318,East Audrey,South Australia,432,37821,2021-10-20,2021-11-03,2148,6,96,96,6,Shirt,Oxford Cloth,S,orange,114,1,72,14 days,2021,10,Wednesday,2021,11,Wednesday
67,20,Genderqueer,55,6318,East Audrey,South Australia,641,54363,2021-03-10,2021-03-22,3177,1249,112,112,1249,Trousers,Tracksuit Bottoms,XL,blue,91,1,68,12 days,2021,3,Wednesday,2021,3,Monday
68,20,Genderqueer,55,6318,East Audrey,South Australia,641,54363,2021-03-10,2021-03-22,3178,25,96,96,25,Shirt,Oxford Cloth,XS,indigo,114,1,61,12 days,2021,3,Wednesday,2021,3,Monday
69,20,Genderqueer,55,6318,East Audrey,South Australia,641,54363,2021-03-10,2021-03-22,3179,161,91,182,161,Shirt,Linen,S,blue,116,2,77,12 days,2021,3,Wednesday,2021,3,Monday
70,20,Genderqueer,55,6318,East Audrey,South Australia,641,54363,2021-03-10,2021-03-22,3180,1039,90,90,1039,Trousers,Relaxed Leg,XL,blue,95,1,40,12 days,2021,3,Wednesday,2021,3,Monday
71,20,Genderqueer,55,6318,East Audrey,South Australia,641,54363,2021-03-10,2021-03-22,3181,840,113,339,840,Trousers,Chinos,XS,red,100,3,69,12 days,2021,3,Wednesday,2021,3,Monday
72,21,Non-binary,31,1133,South Callum,Tasmania,377,24815,2021-05-19,2021-05-28,1873,1145,102,102,1145,Trousers,Cargo Pants,XS,indigo,106,1,51,9 days,2021,5,Wednesday,2021,5,Friday
73,21,Non-binary,31,1133,South Callum,Tasmania,377,24815,2021-05-19,2021-05-28,1874,1006,106,318,1006,Trousers,Wool,S,indigo,111,3,45,9 days,2021,5,Wednesday,2021,5,Friday
74,21,Non-binary,31,1133,South Callum,Tasmania,377,24815,2021-05-19,2021-05-28,1875,197,98,196,197,Shirt,Camp Collared,M,blue,112,2,65,9 days,2021,5,Wednesday,2021,5,Friday
75,21,Non-binary,31,1133,South Callum,Tasmania,377,24815,2021-05-19,2021-05-28,1876,235,106,318,235,Shirt,Chambray,XS,indigo,105,3,75,9 days,2021,5,Wednesday,2021,5,Friday
76,21,Non-binary,31,1133,South Callum,Tasmania,377,24815,2021-05-19,2021-05-28,1877,968,97,97,968,Trousers,Slim-Fit,L,blue,119,1,49,9 days,2021,5,Wednesday,2021,5,Friday
77,21,Non-binary,31,1133,South Callum,Tasmania,377,24815,2021-05-19,2021-05-28,1878,851,113,226,851,Trousers,Chinos,S,yellow,100,2,40,9 days,2021,5,Wednesday,2021,5,Friday
78,21,Non-binary,31,1133,South Callum,Tasmania,377,24815,2021-05-19,2021-05-28,1879,628,112,112,628,Jacket,Cardigan,L,violet,118,1,66,9 days,2021,5,Wednesday,2021,5,Friday
79,21,Non-binary,31,1133,South Callum,Tasmania,377,24815,2021-05-19,2021-05-28,1880,126,92,92,126,Shirt,Denim,S,blue,115,1,47,9 days,2021,5,Wednesday,2021,5,Friday
80,21,Non-binary,31,1133,South Callum,Tasmania,616,28727,2021-05-13,2021-05-14,3065,615,112,224,615,Jacket,Cardigan,XS,blue,118,2,54,1 days,2021,5,Thursday,2021,5,Friday
81,21,Non-binary,31,1133,South Callum,Tasmania,616,28727,2021-05-13,2021-05-14,3066,215,106,212,215,Shirt,Chambray,XS,orange,105,2,76,1 days,2021,5,Thursday,2021,5,Friday
82,21,Non-binary,31,1133,South Callum,Tasmania,616,28727,2021-05-13,2021-05-14,3067,1252,112,112,1252,Trousers,Tracksuit Bottoms,M,indigo,91,1,59,1 days,2021,5,Thursday,2021,5,Friday
83,21,Non-binary,31,1133,South Callum,Tasmania,616,28727,2021-05-13,2021-05-14,3068,422,107,321,422,Jacket,Denim,M,red,92,3,43,1 days,2021,5,Thursday,2021,5,Friday
84,21,Non-binary,31,1133,South Callum,Tasmania,664,11960,2021-01-07,2021-01-20,3293,811,117,117,811,Jacket,Shearling,S,orange,95,1,53,13 days,2021,1,Thursday,2021,1,Wednesday
85,21,Non-binary,31,1133,South Callum,Tasmania,664,11960,2021-01-07,2021-01-20,3294,312,105,105,312,Shirt,Cuban Collar,M,violet,93,1,67,13 days,2021,1,Thursday,2021,1,Wednesday
86,22,Non-binary,20,6624,Maxberg,Victoria,668,40483,2021-03-15,2021-03-30,3310,788,91,273,788,Jacket,Pullover,L,green,114,3,72,15 days,2021,3,Monday,2021,3,Tuesday
87,22,Non-binary,20,6624,Maxberg,Victoria,668,40483,2021-03-15,2021-03-30,3311,388,119,238,388,Shirt,Casual Slim Fit,L,red,113,2,78,15 days,2021,3,Monday,2021,3,Tuesday
88,22,Non-binary,20,6624,Maxberg,Victoria,668,40483,2021-03-15,2021-03-30,3312,1149,102,306,1149,Trousers,Cargo Pants,XL,indigo,106,3,64,15 days,2021,3,Monday,2021,3,Tuesday
89,22,Non-binary,20,6624,Maxberg,Victoria,668,40483,2021-03-15,2021-03-30,3313,955,97,291,955,Trousers,Slim-Fit,XS,yellow,119,3,59,15 days,2021,3,Monday,2021,3,Tuesday
90,22,Non-binary,20,6624,Maxberg,Victoria,668,40483,2021-03-15,2021-03-30,3314,48,104,312,48,Shirt,Dress,L,yellow,119,3,56,15 days,2021,3,Monday,2021,3,Tuesday
91,22,Non-binary,20,6624,Maxberg,Victoria,668,40483,2021-03-15,2021-03-30,3315,481,118,118,481,Jacket,Puffer,S,indigo,110,1,62,15 days,2021,3,Monday,2021,3,Tuesday
92,22,Non-binary,20,6624,Maxberg,Victoria,668,40483,2021-03-15,2021-03-30,3316,1079,93,93,1079,Trousers,Joggers,XL,indigo,94,1,66,15 days,2021,3,Monday,2021,3,Tuesday
93,22,Non-binary,20,6624,Maxberg,Victoria,668,40483,2021-03-15,2021-03-30,3317,478,118,354,478,Jacket,Puffer,L,blue,110,3,48,15 days,2021,3,Monday,2021,3,Tuesday
94,22,Non-binary,20,6624,Maxberg,Victoria,668,40483,2021-03-15,2021-03-30,3318,903,94,94,903,Trousers,Cords,L,indigo,113,1,62,15 days,2021,3,Monday,2021,3,Tuesday
95,22,Non-binary,20,6624,Maxberg,Victoria,668,40483,2021-03-15,2021-03-30,3319,214,106,106,214,Shirt,Chambray,XL,red,105,1,42,15 days,2021,3,Monday,2021,3,Tuesday
96,22,Non-binary,20,6624,Maxberg,Victoria,668,40483,2021-03-15,2021-03-30,3320,77,118,354,77,Shirt,Flannel,M,orange,96,3,68,15 days,2021,3,Monday,2021,3,Tuesday
97,23,Female,32,1832,North Mia,Tasmania,515,20627,2021-05-23,2021-06-13,2553,576,100,100,576,Jacket,Bomber,S,green,90,1,54,21 days,2021,5,Sunday,2021,6,Sunday
98,23,Female,32,1832,North Mia,Tasmania,515,20627,2021-05-23,2021-06-13,2554,1007,106,318,1007,Trousers,Wool,M,indigo,111,3,56,21 days,2021,5,Sunday,2021,6,Sunday
99,23,Female,32,1832,North Mia,Tasmania,515,20627,2021-05-23,2021-06-13,2555,817,117,117,817,Jacket,Shearling,M,yellow,95,1,60,21 days,2021,5,Sunday,2021,6,Sunday
100,23,Female,32,1832,North Mia,Tasmania,515,20627,2021-05-23,2021-06-13,2556,1057,93,186,1057,Trousers,Joggers,M,orange,94,2,52,21 days,2021,5,Sunday,2021,6,Sunday
101,23,Female,32,1832,North Mia,Tasmania,515,20627,2021-05-23,2021-06-13,2557,346,109,109,346,Shirt,Mandarin Collar,S,violet,108,1,73,21 days,2021,5,Sunday,2021,6,Sunday
102,23,Female,32,1832,North Mia,Tasmania,515,20627,2021-05-23,2021-06-13,2558,1181,99,99,1181,Trousers,High-Waisted,S,indigo,98,1,79,21 days,2021,5,Sunday,2021,6,Sunday
103,23,Female,32,1832,North Mia,Tasmania,515,20627,2021-05-23,2021-06-13,2559,860,113,339,860,Trousers,Chinos,XS,blue,100,3,69,21 days,2021,5,Sunday,2021,6,Sunday
104,25,Genderqueer,75,9311,Olivershire,Victoria,609,21514,2021-04-22,2021-05-08,3032,536,98,196,536,Jacket,Leather,S,yellow,113,2,41,16 days,2021,4,Thursday,2021,5,Saturday
105,25,Genderqueer,75,9311,Olivershire,Victoria,609,21514,2021-04-22,2021-05-08,3033,196,98,294,196,Shirt,Camp Collared,S,blue,112,3,75,16 days,2021,4,Thursday,2021,5,Saturday
106,25,Genderqueer,75,9311,Olivershire,Victoria,609,21514,2021-04-22,2021-05-08,3034,900,94,282,900,Trousers,Cords,XS,indigo,113,3,47,16 days,2021,4,Thursday,2021,5,Saturday
107,25,Genderqueer,75,9311,Olivershire,Victoria,609,21514,2021-04-22,2021-05-08,3035,177,98,98,177,Shirt,Camp Collared,M,red,112,1,64,16 days,2021,4,Thursday,2021,5,Saturday
108,25,Genderqueer,75,9311,Olivershire,Victoria,609,21514,2021-04-22,2021-05-08,3036,1033,90,270,1033,Trousers,Relaxed Leg,L,green,95,3,62,16 days,2021,4,Thursday,2021,5,Saturday
109,25,Genderqueer,75,9311,Olivershire,Victoria,609,21514,2021-04-22,2021-05-08,3037,872,113,113,872,Trousers,Chinos,M,violet,100,1,54,16 days,2021,4,Thursday,2021,5,Saturday
110,26,Genderqueer,50,8816,New Oliverside,New South Wales,550,52719,2021-08-04,2021-08-09,2749,63,104,312,63,Shirt,Dress,L,indigo,119,3,71,5 days,2021,8,Wednesday,2021,8,Monday
111,26,Genderqueer,50,8816,New Oliverside,New South Wales,550,52719,2021-08-04,2021-08-09,2750,707,119,238,707,Jacket,Trench Coat,M,orange,112,2,43,5 days,2021,8,Wednesday,2021,8,Monday
112,26,Genderqueer,50,8816,New Oliverside,New South Wales,550,52719,2021-08-04,2021-08-09,2751,399,119,119,399,Shirt,Casual Slim Fit,XL,yellow,113,1,78,5 days,2021,8,Wednesday,2021,8,Monday
113,26,Genderqueer,50,8816,New Oliverside,New South Wales,550,52719,2021-08-04,2021-08-09,2752,623,112,224,623,Jacket,Cardigan,L,indigo,118,2,40,5 days,2021,8,Wednesday,2021,8,Monday
114,26,Genderqueer,50,8816,New Oliverside,New South Wales,550,52719,2021-08-04,2021-08-09,2753,1233,112,336,1233,Trousers,Tracksuit Bottoms,L,orange,91,3,73,5 days,2021,8,Wednesday,2021,8,Monday
115,26,Genderqueer,50,8816,New Oliverside,New South Wales,550,52719,2021-08-04,2021-08-09,2754,97,118,118,97,Shirt,Flannel,M,indigo,96,1,69,5 days,2021,8,Wednesday,2021,8,Monday
116,27,Polygender,55,3462,Lake Alanafort,Western Australia,748,49811,2021-05-16,2021-06-06,3739,743,109,327,743,Jacket,Peacoat,L,orange,102,3,45,21 days,2021,5,Sunday,2021,6,Sunday
117,27,Polygender,55,3462,Lake Alanafort,Western Australia,748,49811,2021-05-16,2021-06-06,3740,167,91,182,167,Shirt,Linen,M,indigo,116,2,72,21 days,2021,5,Sunday,2021,6,Sunday
118,27,Polygender,55,3462,Lake Alanafort,Western Australia,748,49811,2021-05-16,2021-06-06,3741,405,119,238,405,Shirt,Casual Slim Fit,XS,blue,113,2,55,21 days,2021,5,Sunday,2021,6,Sunday
119,27,Polygender,55,3462,Lake Alanafort,Western Australia,748,49811,2021-05-16,2021-06-06,3742,1133,102,306,1133,Trousers,Cargo Pants,L,yellow,106,3,71,21 days,2021,5,Sunday,2021,6,Sunday
120,27,Polygender,55,3462,Lake Alanafort,Western Australia,748,49811,2021-05-16,2021-06-06,3743,991,106,212,991,Trousers,Wool,S,yellow,111,2,69,21 days,2021,5,Sunday,2021,6,Sunday
121,28,Non-binary,79,5820,West Noah,Queensland,208,39533,2021-10-10,2021-10-15,1012,501,102,204,501,Jacket,Windbreaker,S,yellow,109,2,66,5 days,2021,10,Sunday,2021,10,Friday
122,28,Non-binary,79,5820,West Noah,Queensland,208,39533,2021-10-10,2021-10-15,1013,231,106,212,231,Shirt,Chambray,S,blue,105,2,61,5 days,2021,10,Sunday,2021,10,Friday
123,28,Non-binary,79,5820,West Noah,Queensland,208,39533,2021-10-10,2021-10-15,1014,895,94,94,895,Trousers,Cords,XS,blue,113,1,60,5 days,2021,10,Sunday,2021,10,Friday
124,28,Non-binary,79,5820,West Noah,Queensland,208,39533,2021-10-10,2021-10-15,1015,744,109,109,744,Jacket,Peacoat,XL,orange,102,1,69,5 days,2021,10,Sunday,2021,10,Friday
125,28,Non-binary,79,5820,West Noah,Queensland,208,39533,2021-10-10,2021-10-15,1016,1006,106,106,1006,Trousers,Wool,S,indigo,111,1,45,5 days,2021,10,Sunday,2021,10,Friday
126,28,Non-binary,79,5820,West Noah,Queensland,208,39533,2021-10-10,2021-10-15,1017,486,118,354,486,Jacket,Puffer,S,violet,110,3,46,5 days,2021,10,Sunday,2021,10,Friday
127,28,Non-binary,79,5820,West Noah,Queensland,226,44799,2021-07-09,2021-07-23,1099,711,119,238,711,Jacket,Trench Coat,S,yellow,112,2,59,14 days,2021,7,Friday,2021,7,Friday
128,28,Non-binary,79,5820,West Noah,Queensland,226,44799,2021-07-09,2021-07-23,1100,1128,102,306,1128,Trousers,Cargo Pants,L,orange,106,3,78,14 days,2021,7,Friday,2021,7,Friday
129,28,Non-binary,79,5820,West Noah,Queensland,226,44799,2021-07-09,2021-07-23,1101,206,98,98,206,Shirt,Camp Collared,S,violet,112,1,80,14 days,2021,7,Friday,2021,7,Friday
130,28,Non-binary,79,5820,West Noah,Queensland,226,44799,2021-07-09,2021-07-23,1102,972,97,97,972,Trousers,Slim-Fit,M,indigo,119,1,67,14 days,2021,7,Friday,2021,7,Friday
131,28,Non-binary,79,5820,West Noah,Queensland,226,44799,2021-07-09,2021-07-23,1103,860,113,339,860,Trousers,Chinos,XS,blue,100,3,69,14 days,2021,7,Friday,2021,7,Friday
132,28,Non-binary,79,5820,West Noah,Queensland,226,44799,2021-07-09,2021-07-23,1104,683,113,226,683,Jacket,Parka,L,green,119,2,55,14 days,2021,7,Friday,2021,7,Friday
